pm_id,pm_date,pm_title,pm_authors,pm_affiliations,pm_journals,pm_abstract
28314796,2017-03-17,Prehypertensive Blood Pressures and Regional Cerebral Blood Flow Independently Relate to Cognitive Performance in Midlife.,J Richard Jennings ; Matthew F Muldoon ; Christopher Ryan ; H Michael Gach ; Alicia Heim ; Lei K Sheu ; Peter J Gianaros,"University of Pittsburgh, Pennsylvania jenningsjr@upmc.edu. ; University of Pittsburgh, Pennsylvania. ; University of California, San Francisco, California. ; Washington University in St. Louis, Missouri. ; University of Pittsburgh, Pennsylvania. ; University of Pittsburgh, Pennsylvania. ; University of Pittsburgh, Pennsylvania.",j am heart assoc ; journal of the american heart association ; journal of the american heart association. ; jaha,"High blood pressure is thought to contribute to dementia in late life, but our understanding of the relationship between individual differences in blood pressure (BP) and cognitive functioning is incomplete. In this study, cognitive performance in nonhypertensive midlife adults was examined as a function of resting BP and regional cerebral blood flow (rCBF) responses during cognitive testing. We hypothesized that BP would be negatively related to cognitive performance and that cognitive performance would also be related to rCBF responses within areas related to BP control. We explored whether deficits related to systolic BP might be explained by rCBF responses to mental challenge.
Healthy midlife participants (n=227) received neuropsychological testing and performed cognitive tasks in a magnetic resonance imaging scanner. A pseudocontinuous arterial spin labeling sequence assessed rCBF in brain areas related to BP in prior studies. Systolic BP was negatively related to 4 of 5 neuropsychological factors (standardized β>0.13): memory, working memory, executive function, and mental efficiency. The rCBF in 2 brain regions of interest was similarly related to memory, executive function, and working memory (standardized β>0.17); however, rCBF responses did not explain the relationship between resting systolic BP and cognitive performance.
Relationships at midlife between prehypertensive levels of systolic BP and both cognitive and brain function were modest but suggested the possible value of midlife intervention."
28814349,2017-08-17,Breakfast consumption and nutrient intakes in 4-18-year-olds: UK National Diet and Nutrition Survey Rolling Programme (2008-2012).,Janine D Coulthard ; Luigi Palla ; Gerda K Pot,"1Diabetes and Nutritional Sciences Division,King's College London, Faculty of Life Sciences and Medicine,Franklin-Wilkins Building,150 Stamford Street,London SE1 9NH,UK. ; 2Department of Medical Statistics,London School of Hygiene and Tropical Medicine, Faculty of Epidemiology and Population Health,Keppel St,London WC1E 7HT,UK. ; 1Diabetes and Nutritional Sciences Division,King's College London, Faculty of Life Sciences and Medicine,Franklin-Wilkins Building,150 Stamford Street,London SE1 9NH,UK.",the british journal of nutrition ; the british journal of nutrition. ; british journal of nutrition. ; british journal of nutrition ; brit j nutr ; br. j. nutr. ; brit. j. nutrit. ; br j nutr,"Although breakfast consumption is widely considered to be an important component of a healthy lifestyle, few UK studies have examined differences in nutrient intakes between breakfast consumers and breakfast skippers among children and adolescents. We investigated associations between breakfast skipping in 4-18-year-olds and their nutrient intakes using data from the UK's National Diet and Nutrition Survey Rolling Programme. Dietary data were derived from 4-d estimated food diaries of 802 children aged 4-10 years and 884 children aged 11-18 years (1686 in total). Daily nutrient intakes of children with different breakfast habits were compared by one-way ANCOVA adjusting for relevant covariates (sex, age, ethnicity, equivalised household income and BMI). Within-person analysis was carried out on children with an irregular breakfast habit (n 879) comparing nutrient intakes on breakfast days with those on non-breakfast days using repeated measures ANCOVA. We observed that the overall nutritional profile of the children in terms of fibre and micronutrient intake was superior in frequent breakfast consumers (micronutrients: folate, Ca, Fe and I (P<0·01)) and, for the 4-10 years age group, on breakfast days (micronutrients: folate, vitamin C, Ca and I (P<0·01)). Also, significantly higher proportions of breakfast-consuming children met their reference nutrient intakes of folate, vitamin C, Ca, Fe and I compared with breakfast skippers (χ 2 analysis, P<0·001). Our study adds to the body of data linking breakfast consumption with higher quality dietary intake in school-age children, supporting the promotion of breakfast as an important element of a healthy dietary pattern in children."
29065932,2017-10-25,Sleep and dietary habits in the urban environment: the role of chrono-nutrition.,Gerda K Pot,"Faculty of Life Sciences and Medicine, Department of Nutritional Sciences,King's College London,Franklin-Wilkins Building,London,UK.","the proceedings of the nutrition society. ; proc nutr soc ; proc. nutrit. soc., cambr. ; proceedings of the nutrition society. ; the proceedings of the nutrition society ; proc. nutrit. soc., lond.","The urban environment has changed vastly over past decades, which also has had an impact on our sleep and dietary patterns and possibly health outcomes. Some studies have shown that sleep duration and sleep quality has declined over past decades, especially in children. In parallel, our lifestyle and dietary patterns have also changed including more shift work, more meals outside the home or family setting and more irregular eating patterns, including breakfast skipping and late-night eating. This new area of research in nutritional sciences studying the impact of the timing of eating on health outcomes is called chrono-nutrition, and combines elements from nutritional research with chrono-biology. The objectives of this paper were to discuss secular trends in sleep patterns and related dietary patterns, introduce basic concepts and mechanisms of chrono-nutrition and discuss the evidence for the importance of sleep and chrono-nutrition in relation to health outcomes. Overall, chrono-nutrition could mediate the effects between sleep, diet and urbanisation, and more research is needed to elucidate the importance of chrono-nutrition for metabolic health and its impact on public health."
28822745,2017-08-16,Discordant Perceptions of Prognosis and Treatment Options Between Physicians and Patients With Advanced Heart Failure.,Amrut V Ambardekar ; Jennifer T Thibodeau ; Adam D DeVore ; Michelle M Kittleson ; Rhondalyn C Forde-McLean ; Maryse Palardy ; Maria M Mountis ; Linda Cadaret ; Jeffrey J Teuteberg ; Salpy V Pamboukian ; Rongbing Xie ; Lynne W Stevenson ; Garrick C Stewart,"Division of Cardiology, University of Colorado, Aurora, Colorado. Electronic address: Amrut.Ambardekar@ucdenver.edu. ; Department of Internal Medicine and Cardiology, University of Texas Southwestern, Dallas, Texas. ; Division of Cardiology, Duke University Medical School, Durham, North Carolina. ; Division of Cardiology, Cedars-Sinai Heart Institute, Los Angeles, California. ; Department of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania. ; Department of Internal Medicine and Cardiovascular Medicine, University of Michigan, Ann Arbor, Michigan. ; Division of Cardiovascular Medicine, Cleveland Clinic, Cleveland, Ohio. ; Division of Cardiology, University of Iowa, Iowa City, Iowa. ; Heart and Vascular Institute, University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania. ; Division of Cardiovascular Diseases, University of Alabama at Birmingham, Birmingham, Alabama. ; Division of Cardiovascular Diseases, University of Alabama at Birmingham, Birmingham, Alabama. ; Division of Cardiovascular Medicine, Brigham and Women's Hospital, Boston, Massachusetts. ; Division of Cardiovascular Medicine, Brigham and Women's Hospital, Boston, Massachusetts.",jacc. ; heart failure ; jacc heart fail ; jacc. heart failure. ; jacc. heart failure,"This study assessed patient and physician perceptions of heart failure (HF) disease severity and treatment options.
The prognosis for ambulatory patients with advanced HF on medical therapy is uncertain, yet has important implications for decision making regarding transplantation and left ventricular assist device (LVAD) placement.
Ambulatory patients with advanced HF (New York Heart Association functional class III to IV, Interagency Registry for Mechanically Assisted Circulatory Support profiles 4 to 7) on optimized medical therapy were enrolled across 11 centers. At baseline, treating cardiologists rated patients for perceived risk for transplant, LVAD, or death in the upcoming year. Patients were also surveyed about their own perceptions of life expectancy and willingness to undergo various interventions.
At enrollment, physicians regarded 111 of 161 patients (69%) of the total cohort to be at high risk for transplant, LVAD, or death, whereas only 23 patients (14%) felt they were at high risk. After a mean follow-up of 13 months, 61 patients (38%) experienced an endpoint of 33 deaths (21%), 13 transplants (8%), and 15 LVAD implants (9%). There was poor discrimination between risk prediction among both patients and physicians. Among physician-identified high-risk patients, 77% described willingness to consider LVAD, but 63% indicated that they would decline 1 or more other simpler forms of life-sustaining therapy such as ventilation, dialysis, or a feeding tube.
Among patients with advanced HF, physicians identified most to be at high risk for transplantation, LVAD, or death, whereas few patients recognized themselves to be at high risk. Patients expressed inconsistent attitudes toward lifesaving treatments, possibly indicating poor understanding of these therapies. Educational interventions regarding disease severity and treatment options should be introduced prior to the need for advanced therapies such as intravenous inotropic therapy, transplantation, or LVAD."
28952014,2017-09-28,Defining Ambulatory Advanced Heart Failure: MedaMACS and Beyond.,Garrick C Stewart ; Amrut V Ambardekar ; Michelle M Kittleson,"Division of Cardiovascular Medicine, Brigham and Women's Hospital, 75 Francis St., Boston, MA, 02115, USA. gcstewart@bwh.harvard.edu. ; Division of Cardiology, University of Colorado, Aurora, CO, USA. ; Division of Cardiology, Cedars-Sinai Heart Institute, Los Angeles, CA, USA.",current heart failure reports ; heart failure reports ; curr heart fail rep ; current heart failure reports.,"Extended survival with LVADs has generated interest in implantation for ambulatory patients with advanced heart failure (HF) prior to dependence on inotropes, though we remain limited in our ability to define and advance indications in this less sick advanced HF population.
The MedaMACS and ROADMAP studies have informed prognosis and decision-making for ambulatory patients with advanced HF. Sicker INTERMACS profiles are consistently associated with high risk of death or rescue LVAD. Appropriately selected patients in profile 4 should be considered for LVADs based on their high mortality and poor quality of life. These studies also shed light on discordant perceptions of HF disease severity between patients and their physicians. For ambulatory patients with HF not at imminent risk of death, shared decision-making about LVAD requires measured and individualized consideration of risk and benefit beyond survival. Future studies, including the ongoing REVIVAL study, should provide additional prognostic information in this patient population and should aid patients, caregivers, and physicians as they contemplate complex decisions regarding LVAD therapy."
28722214,2017-07-18,Impairment due to combined sleep restriction and alcohol is not mitigated by decaying breath alcohol concentration or rest breaks.,Jessica E Manousakis ; Clare Anderson,"School of Psychological Sciences, Monash University, Clayton, VIC, Australia. | Monash Institute of Cognitive and Clinical Neurosciences, Monash University, Clayton, VIC, Australia. ; School of Psychological Sciences, Monash University, Clayton, VIC, Australia. | Monash Institute of Cognitive and Clinical Neurosciences, Monash University, Clayton, VIC, Australia.",human psychopharmacology. ; human psychopharmacology clinical and experimental ; human psychopharmacology ; human psychopharmacology clinical & experimental ; hum psychopharmacol,"Epidemiological and laboratory-based driving simulator studies have shown the detrimental impact of moderate, legal levels of alcohol consumption on driving performance in sleepy drivers. As less is known about the time course of decaying alcohol alongside performance impairment, our study examined impairment and recovery of performance alongside decaying levels of alcohol, with and without sleep restriction.
Sixteen healthy young males (18-27 years) underwent 4 counterbalanced conditions: Baseline, Alcohol (breath alcohol concentration [BrAC] < 0.05%), Sleep Restriction (5 hr time in bed), and Combined. Participants consumed alcohol (or control drink) ~4.5 hr post wake (12:30 p.m.). To test on the descending limb of alcohol, attention and vigilance test batteries commenced 1 hr after consumption and were completed every 30 min for 2 hr (1:30 p.m.-3:30 p.m.).
The Combined condition impaired subjective and objective sleepiness. Here, performance deficits peaked 90 min after alcohol consumption or 30 min after the BrAC peak. Performance did not return to baseline levels until 2.5 hr following consumption, despite receiving rest breaks in between testing.
These findings suggest that (a) falling BrACs are an inadequate guide for performance/safety and (b) rest breaks without sleep are not a safety measure for mitigating performance impairment when consuming alcohol following restricted sleep."
28722160,2017-07-20,Placental Proteomics Reveal Insights into Fetal Alcohol Spectrum Disorders.,Katie L Davis-Anderson ; Sebastian Berger ; Emilie R Lunde-Young ; Vishal D Naik ; Heewon Seo ; Greg A Johnson ; Hanno Steen ; Jayanth Ramadoss,"Department of Veterinary Physiology and Pharmacology, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas. ; Departments of Pathology, Harvard Medical School and Boston Children's Hospital, Boston, Massachusetts. ; Department of Veterinary Physiology and Pharmacology, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas. ; Department of Veterinary Physiology and Pharmacology, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas. ; Department of Veterinary Integrative Biosciences, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas. ; Department of Veterinary Integrative Biosciences, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas. ; Departments of Pathology, Harvard Medical School and Boston Children's Hospital, Boston, Massachusetts. ; Department of Veterinary Physiology and Pharmacology, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, Texas.","alcoholism, clinical & experimental research. ; alcohol. clin. exp. res. ; alocholism, clinical and experimental research ; alocholism, clinical & experimental research ; alcoholism ; alcohol clin exp res ; alcoholism, clinical and experimental research. ; alcoholism, clinical and experimental research","Fetal alcohol spectrum disorders (FASD) describe many of the well-known neurodevelopmental deficits afflicting children exposed to alcohol in utero. The effects of alcohol on the maternal-fetal interface, especially the placenta, have been less explored. We herein hypothesized that chronic binge alcohol exposure during pregnancy significantly alters the placental protein profile in a rat FASD model.
Pregnant rats were orogastrically treated daily with alcohol (4.5 g/kg, gestational day [GD] 5 to 10; 6.0 g/kg, GD 11 to 19) or 50% maltose dextrin (isocalorically matched pair-fed controls). On GD 20, placentae were collected, flash-frozen, and stored until tissues were homogenized. Protein lysates were denatured, reduced, captured on a 10-kDa spin filter, and digested. Peptides were eluted, reconstituted, and analyzed by a Q Exactive™ Hybrid Quadrupole-Orbitrap™ mass spectrometer.
Mass spectrometry (MS) analysis identified 2,285 placental proteins based on normalized spectral counts and 2,000 proteins by intensity-based absolute quantification. Forty-five placental proteins were significantly (p < 0.05) altered by gestational alcohol exposure by both quantification approaches. These included proteins directly related to alcohol metabolism; specific isoforms of alcohol dehydrogenase and aldehyde dehydrogenase were up-regulated in the alcohol group. Ingenuity analysis identified ethanol degradation as the most significantly altered canonical pathway in placenta, and fetal/organ development as most altered function, with increased risk for metabolic, neurological, and cardiovascular diseases. Physiological roles of the significantly altered proteins were related to early pregnancy adaptations, implantation, gestational diseases, fetal organ development, neurodevelopment, and immune functions.
We conclude that the placenta is a valuable organ not only to understand FASD etiology but it may also serve as a diagnostic tool to identify novel biomarkers for detecting the outcome of fetal alcohol exposure. Placental MS analysis can offer sophisticated insights into identifying alcohol metabolism-related enzymes and regulators of fetal development."
28754410,2017-07-25,Laparoscopic Adjustable Gastric Band Explantation and Implantation at Academic Centers.,Christina Y Koh ; Colette S Inaba ; Sarath Sujatha-Bhaskar ; Samuel Hohmann ; Jaime Ponce ; Ninh T Nguyen,"Department of Surgery, University of California Irvine Medical Center, Orange, CA. ; Department of Surgery, University of California Irvine Medical Center, Orange, CA. ; Department of Surgery, University of California Irvine Medical Center, Orange, CA. ; Department of HealthSystems Management, Rush University, Chicago, IL; Vizient, Chicago, IL. ; Bariatric Surgery Program, CHI Memorial Hospital, Chattanooga, TN. ; Department of Surgery, University of California Irvine Medical Center, Orange, CA. Electronic address: ninhn@uci.edu.",journal of the american college of surgeons. ; journal of the american college of surgeons ; j am coll surg ; j. am. coll. surg.,"The laparoscopic adjustable gastric band (LAGB) was approved for use in the US in 2001 and has been found to be a safe and effective surgical treatment for morbid obesity. However, there is a recent trend toward reduced use of LAGB nationwide. The objective of this study was to examine the prevalence and outcomes of primary LAGB implantation compared with revision and explantation at academic centers.
Data were obtained from the Vizient database from 2007 through 2015. The ICD-9-Clinical Modification and ICD-10-Clinical Modification were used to select patients with a primary diagnosis of obesity who had undergone LAGB implantation, revision, or explantation. Prevalence and outcomes of primary LAGB implantation compared with revision or explantation were analyzed. Outcomes measures included length of stay, ICU admission, morbidity, mortality, and cost.
From 2007 through 2015, a total of 28,202 patients underwent LAGB implantation for surgical weight loss. The annual number of LAGB implantation procedures decreased steadily after 2010. In the same time period, 12,157 patients underwent LAGB explantation. In 2013, the number of LAGB explantation procedures exceeded that of implantation. Laparoscopic adjustable gastric band revision rates remained stable throughout the study period. Mean length of stay, serious morbidity, and proportion of patients requiring ICU admission were higher for gastric band revision and explantation cases compared with primary LAGB implantation cases. There was no statistically significant difference in mortality or mean cost between the 2 groups.
Since 2013, the number of gastric band explantation procedures has exceeded that of implantation procedures at academic centers. Laparoscopic adjustable gastric band revision or explantation is associated with longer length of stay, higher rate of postoperative ICU admissions, and higher overall morbidity compared with LAGB implantation."
28715699,2017-07-09,Gambling and negative life events in a nationally representative sample of UK men.,Amanda Roberts ; Stephen Sharman ; Jeremy Coid ; Raegan Murphy ; Henrietta Bowden-Jones ; Sean Cowlishaw ; Jason Landon,"School of Psychology, College of Social Science, University of Lincoln, Brayford Pool, Lincoln, Lincolnshire, LN6 7TS, UK. Electronic address: aroberts@lincoln.ac.uk. ; School of Psychology, College of Social Science, University of Lincoln, Brayford Pool, Lincoln, Lincolnshire, LN6 7TS, UK. ; Violence Prevention Research Unit, Wolfson Institute of Preventive Medicine, East London NHS Foundation Trust, Queen Mary University of London, St. Bartholomew's Hospital, William Harvey House, 61 Bartholomew Close, London EC1A 7BE, UK. ; School of Applied Psychology, University College Cork, UCC Enterprise Centre, North Mall, Cork, Ireland. Electronic address: raegan.murphy@ucc.ie. ; Department of Medicine, Imperial College, London, South Kensington Campus, London SW7 2AZ, UK. Electronic address: h.bowdenjones02@imperial.ac.uk. ; Centre for Academic Primary Care (CAPC), School of Social & Community Medicine, University of Bristol, Bristol, BS8 2PS, UK. Electronic address: sean.cowlishaw@bristol.ac.uk. ; Department of Psychology, Gambling and Addictions Research Centre Faculty of Health & Environmental Sciences, AUT University, 90 Akoranga Drive, Northcote, Auckland 1142, New Zealand. Electronic address: jason.landon@aut.ac.nz.",addict behav ; addictive behaviors. ; addictive behaviors,"The links between gambling problems, trauma and life stressors are known to exist but understanding the extent of these relationships will allow for greater efficacy in early intervention and treatment. We investigated these relationships among men and sought to determine whether links were attenuated by alcohol and drug use problems.
A cross-sectional UK representative general population survey was conducted in 2009 with 3025 men aged 18-64years. Measurements included self-reported gambling behaviours, as measured by the South Oaks Gambling Scale (SOGS) and traumatic or stressful life events. Covariates included alcohol and drug dependence and socio-demographics. Binary logistic regression models were used to examine associations.
Problem gambling (SOGS 3-4) and probable pathological gambling (SOGS 5+) were associated with increased odds of trauma in childhood (e.g. violence in the home (Adjusted Odd Ratios (AOR) 3.0 (CI=1.8-5.0) and 2.6 (CI=1.7-4.1) respectively), and life stressors in adulthood (e.g. intimate partner violence (AORs 4.5 (CI=2.0-10.3) and 4.7 (CI=2.3-9.7) and homelessness (AORs 2.2 (CI=1.1-4.6) and 3.2 (CI=1.9-5.5)). Results were attenuated when adjusted for probable alcohol and drug dependence with the latter having largest effects.
Among men in the United Kingdom, disordered gambling remains uniquely associated with trauma and life stressors in childhood and adulthood after adjusting for alcohol and drug dependence. The results support a need for disordered gambling treatment services to undertake routine screening for alcohol, drugs, IPV and traumatic life events and to tailor treatment that specifically targets the effects of stress for clients who present with such a cluster of issues."
29020385,2017-10-12,A process evaluation of the 'Aware' and 'Supportive Communities' gambling harm-minimisation programmes in New Zealand.,Komathi Kolandai-Matchett ; Maria Bellringer ; Jason Landon ; Max Abbott,"Gambling and Addictions Research Centre, School of Public Health & Psychological Studies, Faculty of Health & Environmental Sciences, Auckland University of Technology, Auckland, New Zealand. ; Gambling and Addictions Research Centre, School of Public Health & Psychological Studies, Faculty of Health & Environmental Sciences, Auckland University of Technology, Auckland, New Zealand. ; Gambling and Addictions Research Centre, School of Public Health & Psychological Studies, Faculty of Health & Environmental Sciences, Auckland University of Technology, Auckland, New Zealand. ; Gambling and Addictions Research Centre, School of Public Health & Psychological Studies, Faculty of Health & Environmental Sciences, Auckland University of Technology, Auckland, New Zealand.",eur j public health ; european journal of public health ; european journal of public health.,"The Gambling Act 2003 mandated a public health strategy for preventing and minimising gambling harm in New Zealand. Aware Communities and Supportive Communities are two public health programmes subsequently implemented nationwide. These programmes differed from common health promotion initiatives such as media or education campaigns as they were community-action based (requiring community involvement in programme planning and delivery). We carried out a process evaluation to determine their implementation effectiveness and inform improvement and future programme planning.
Our qualitative dominant mixed methods design comprised analysis of over a hundred implementer progress reports (submitted July 2010 - June 2013), a staff survey and a staff focus group interview.
The programmes demonstrated capacity to not only achieve expected outcomes (e.g. enhanced community awareness about harmful gambling), but also to enhance social sustainability at the community level (e.g. established trustful relationships) and achieve some programme sustainability (e.g. community ownership over ongoing programme delivery).
The evaluation noted the potential for a sustainable gambling harm-minimisation model. Community-action based harm-minimisation programmes offer programme sustainability potential which in turn offers funding cost-effectiveness when there are continual public health outcomes beyond initial funding. Although resource intensive, the community-action based approach enables culturally appropriate public health programmes suitable for societies where specific ethnic groups have higher gambling risk. Recognition of such harm-minimisation programmes' contribution to social sustainability is important considering the potential for broader public health outcomes (e.g. better life quality, lesser social problems) within socially sustainable societies."
28784164,2017-08-08,"Association between chronic periodontitis and the risk of Alzheimer's disease: a retrospective, population-based, matched-cohort study.",Chang-Kai Chen ; Yung-Tsan Wu ; Yu-Chao Chang,"School of Dentistry, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung City, 40201, Taiwan. | Section of Dentistry, Zuoying Branch of Kaohsiung Armed Forces General Hospital, Kaohsiung, Taiwan. ; Department of Physical Medicine and Rehabilitation, Tri-Service General Hospital, School of Medicine, National Defence Medical Centre, Taipei, Taiwan. ; School of Dentistry, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung City, 40201, Taiwan. cyc@csmu.edu.tw. | Department of Dentistry, Chung Shan Medical University Hospital, Taichung, Taiwan. cyc@csmu.edu.tw.",alzheimer's research & therapy ; alzheimers res ther,"Although recent short-term cross-sectional studies have revealed that chronic periodontitis (CP) may be a risk factor for increased cognitive impairment in patients with Alzheimer's disease (AD), systematic reviews and long-term longitudinal studies have provided less clear evidence regarding the relationship between CP and AD. Therefore, we conducted a retrospective cohort study using the National Health Insurance Research Database (NHIRD) of Taiwan to determine whether patients with CP are at increased risk of developing AD.
We conducted a retrospective matched-cohort study using the NHIRD of Taiwan. We identified 9291 patients newly diagnosed with CP between 1997 and 2004. A total of 18,672 patients without CP were matched to the patient cohort according to sex, age, index year, co-morbidity and urbanisation level. Cox proportional hazards regression analyses were performed to evaluate the subsequent risk of AD.
Patients with CP had a higher prevalence of hyperlipidaemia, depression, traumatic brain injury and co-morbidities, as well as higher urbanisation levels, than those in the unexposed cohort (all p < 0.01). At the final follow-up, totals of 115 (1.24%) and 208 (1.11%) individuals in the CP exposed and unexposed groups, respectively, had developed AD. Patients with 10 years of CP exposure exhibited a higher risk of developing AD than unexposed groups (adjusted HR 1.707, 95% CI 1.152-2.528, p = 0.0077).
Our findings demonstrate that 10-year CP exposure was associated with a 1.707-fold increase in the risk of developing AD. These findings highlight the need to prevent progression of periodontal disease and promote healthcare service at the national level."
29081912,2017-09-18,Oral microbial dysbiosis precedes development of pancreatic cancer.,Ingar Olsen,"Department of Oral Biology, Faculty of Dentistry, University of Oslo, Oslo, Norway.",j oral microbiol ; journal of oral microbiology,
28814566,2017-08-16,Neurodevelopmental outcome at 2 years for preterm children born at 22 to 34 weeks' gestation in France in 2011: EPIPAGE-2 cohort study.,Veronique Pierrat ; Laetitia Marchand-Martin ; Catherine Arnaud ; Monique Kaminski ; Matthieu Resche-Rigon ; Cecile Lebeaux ; Florence Bodeau-Livinec ; Andrei S Morgan ; Francois Goffinet ; Stephane Marret ; Pierre-Yves Ancel ;  ,"Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France veronique.pierrat@inserm.fr. | CHU Lille, Department of Neonatal Medicine, Jeanne de Flandre Hospital, F-59000 Lille, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. ; INSERM UMR 1027, Universite Toulouse III Paul Sabatier, Toulouse, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. ; Biostatistics and Medical Information Department, AP-HP Saint-Louis Hospital, Paris, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. | Ecole des Hautes Etudes en Sante Publique (EHESP), Rennes, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. | Maternite Port-Royal, Universite Paris Descartes, Groupe Hospitalier Cochin Broca Hotel-Dieu, Assistance Publique-Hopitaux de Paris, DHU Risques et Grossesse, Paris, France. ; Department of Neonatal Pediatrics, Intensive care, and Neuropediatrics, Rouen University Hospital, Rouen, France. | Research Unit U1245, Institute for Research and Innovation in Biomedicine, Rouen, France. ; Obstetrical, Perinatal, and Pediatric Epidemiology Team, Epidemiology and Biostatistics Sorbonne Paris Cite Research Center (U1153), INSERM, Paris, France; Paris Descartes University, Paris, France. | Clinical Research Unit, Center for Clinical Investigation P1419, Cochin Broca Hotel-Dieu Hospital, Paris, France.",brit. med. j. ; bmj : british medical journal ; bmj ; bmj online ; british medical journal ; bmj (clinical research ed.) ; bmj.com,"Objectives To describe neurodevelopmental outcomes at 2 years corrected age for children born alive at 22-26, 27-31, and 32-34 weeks' gestation in 2011, and to evaluate changes since 1997.Design Population based cohort studies, EPIPAGE and EPIPAGE-2.Setting France.Participants 5567 neonates born alive in 2011 at 22-34 completed weeks' gestation, with 4199 survivors at 2 years corrected age included in follow-up. Comparison of outcomes reported for 3334 (1997) and 2418 (2011) neonates born alive in the nine regions participating in both studies.Main outcome measures Survival; cerebral palsy (2000 European consensus definition); scores below threshold on the neurodevelopmental Ages and Stages Questionnaire (ASQ; at least one of five domains below threshold) if completed between 22 and 26 months corrected age, in children without cerebral palsy, blindness, or deafness; and survival without severe or moderate neuromotor or sensory disabilities (cerebral palsy with Gross Motor Function Classification System levels 2-5, unilateral or bilateral blindness or deafness). Results are given as percentage of outcome measures with 95% confidence intervals.Results Among 5170 liveborn neonates with parental consent, survival at 2 years corrected age was 51.7% (95% confidence interval 48.6% to 54.7%) at 22-26 weeks' gestation, 93.1% (92.1% to 94.0%) at 27-31 weeks' gestation, and 98.6% (97.8% to 99.2%) at 32-34 weeks' gestation. Only one infant born at 22-23 weeks survived. Data on cerebral palsy were available for 3599 infants (81.0% of the eligible population). The overall rate of cerebral palsy at 24-26, 27-31, and 32-34 weeks' gestation was 6.9% (4.7% to 9.6%), 4.3% (3.5% to 5.2%), and 1.0% (0.5% to 1.9%), respectively. Responses to the ASQ were analysed for 2506 children (56.4% of the eligible population). The proportion of children with an ASQ result below threshold at 24-26, 27-31, and 32-34 weeks' gestation were 50.2% (44.5% to 55.8%), 40.7% (38.3% to 43.2%), and 36.2% (32.4% to 40.1%), respectively. Survival without severe or moderate neuromotor or sensory disabilities among live births increased between 1997 and 2011, from 45.5% (39.2% to 51.8%) to 62.3% (57.1% to 67.5%) at 25-26 weeks' gestation, but no change was observed at 22-24 weeks' gestation. At 32-34 weeks' gestation, there was a non-statistically significant increase in survival without severe or moderate neuromotor or sensory disabilities (P=0.61), but the proportion of survivors with cerebral palsy declined (P=0.01).Conclusions In this large cohort of preterm infants, rates of survival and survival without severe or moderate neuromotor or sensory disabilities have increased during the past two decades, but these children remain at high risk of developmental delay."
28947427,2017-09-25,The ward round is broken.,Matt Morgan,,brit. med. j. ; bmj : british medical journal ; bmj ; bmj online ; british medical journal ; bmj (clinical research ed.) ; bmj.com,
