news_id,news_date,news_title,news_content
2hTYIXx,2017-01-04,Gun violence is studied less than other major causes of death," (Reuters Health) - Research examining gun violence, and the funding to support it, significantly lags behind what would typically be expected for a major cause of death, according to a new study.   The amount of research on gun violence published between 2004 and 2014 was only 4.5 percent of what would be expected for a cause of death that kills more than 30,000 people in the United States each year, researchers say.    And the funding for that research was only 1.6 percent of what would be expected.   Compared to other leading causes of death, gun violence is “simply not being investigated in the same way,” said lead author Dr. David Stark, of the Icahn School of Medicine at Mount Sinai in New York City.   Stark and his co-author Nigam Shah, of the Stanford University School of Medicine in California, write in JAMA that a 1996 U.S. law banned the Centers for Disease Control and Prevention (CDC) from using federal funding for injury prevention and control “to advocate or promote gun control.”   The stipulation and other restrictions soon spread beyond the CDC to other agencies and the research community, they add.   For the new study, the researchers analyzed data on published medical research and funding between 2004 and 2014 to see if the results for gun violence were in line with other major causes of death.   In both cases, research and research funding for gun violence was less than predicted, compared to other causes of death   Based on research and funding for the other top 30 major causes of death, as listed by the CDC, the researchers estimated $1.4 billion should have been spent on gun violence research over that decade, instead of the $22 million that was actually spent.   Gun violence should have also been the subject of an estimated 38,897 studies during that time, but only 1,738 were published.   The researchers say gun violence is on par with sepsis, a complication from infections, in number of deaths caused. Researchers investigating gun violence received less than 1 percent of the funding spent on sepsis, however. Likewise, the amount of published research on gun violence was only 4 percent of the volume for sepsis.   The study can’t prove the lack of funding or research on gun violence is due to the 1996 law, Stark told Reuters Health.   “Gun violence, which kills about 33,000 people per year, is a public health issue,” he said. “It’s no different than automobile accidents.”   Deaths due to automobile accidents have dropped thanks to research and the resulting interventions, such as car seats, seat belts and road barriers, he said.   “It’s important that people realize that research is an essential endeavor to not just learn more but to develop sensible policies and interventions in the real world,” said Stark. “Obtaining the data is really the first step.”  "
2hRhRpQ,2017-01-04,Common morning sickness drug may not work," (Reuters Health) - A pill routinely prescribed for morning sickness may not be an effective nausea remedy, researchers say - although not all doctors agree.   The warning comes from researchers who conducted a new analysis of a previously unpublished trial that was used to win marketing approval for the drug in the U.S. and Canada.    The drug, pyridoxine-doxylamine, is sold as Diclegis in the U.S. and Diclectin in Canada. It has been taken by millions of pregnant women since it was developed in the 1970s, researchers note in PLOS One. An older version of the medicine with an additional ingredient has been used as far back as the 1950s.    For the current study, researchers reviewed data from a decades-old trial and found little evidence that the medicine is effective, said study co-author Dr. Navindra Persaud, a researcher at St. Michael’s Hospital and the University of Toronto in Canada.    “This medication is recommended as the first-line treatment for nausea and vomiting during pregnancy,” Persaud said by email. “We now have more information about this 1970s study that should make us question whether this medication should have been approved and whether it was ever proven to be effective.”   The original trial in the 1970s was designed to determine if the drug could alleviate morning sickness in the first trimester of pregnancy.    To see if those results proved the drug effective, Persaud and co-author Dr. Rujun Zhang of the University of Toronto examined 36,000 pages of documents from the U.S. Food and Drug Administration, including the original study report, the protocol and summary results, and other documents from Health Canada.    About 2,300 pregnant women participated in the original trial at 14 clinics in the U.S., the researchers found. All of the women were experiencing nausea and vomiting in the first 12 weeks of pregnancy.    Women were randomly assigned to eight treatment groups, including one that received a placebo or dummy pill and seven that received a variety of drugs including the combination currently sold as Diclectin.    Each participant was asked to take two tablets a day at bedtime and one additional pill in the afternoon as needed for one week.    Based on data from 1,599 women who completed the study, participants were 14 percent more likely to report treatment was moderate or excellent with Diclectin than with placebo, the new analysis found.    But this finding may not be reliable because the final study results aren’t available and 37 percent of participants in the placebo group dropped out before the study ended, researchers note in the current analysis.    In the new analysis, researchers also couldn’t see how physicians scored symptoms. And, data for 30 patients recruited in the original trial were excluded from analysis by regulators because there were data recorded without a record of patient visits, the new study notes.    Persaud wasn’t able to contact any of the original researchers, and many of them may have died.    Still, Persaud said women prescribed this drug should stop taking it and speak to their doctors about other options to treat morning sickness.    But not all doctors agree with this assessment.    “Studies that have been done since this trial was completed in the 1970s show that doxylamine and pyridoxine are an effective treatment for nausea and vomiting in pregnancy,” said Dr. Siripanth Nippita, a researcher at Harvard Medical School and Beth Israel Deaconess Medical Center in Boston who wasn’t involved in the current analysis.    “Based on research involving over 200,000 women, we can say that doxylamine and pyridoxine are safe to take during pregnancy,” Nippita added by email. “They can be an important part of treatment for nausea and vomiting.”  "
2j5vK4Q,2017-01-04,Hospice care linked to higher family satisfaction," (Reuters Health) - Families of terminally ill cancer patients may be more satisfied with the end-of-life treatment their loved ones receive when it involves hospice care, a recent study suggests.    Researchers examined interview data from 1,970 family members of deceased cancer patients. The patients all had advanced lung or colorectal cancer, and roughly half had received hospice care.    Hospice was associated with better symptom relief, attainment of pain-management goals, and quality of end-of-life care, the study found. Families of patients who received at least 30 days of hospice care reported the highest quality of life outcomes.    Many people think of hospice as something that should be saved for the very end of life, said study co-author Dr. Alexi Wright of Harvard Medical School and Dana-Farber Cancer Institute in Boston.     “However, our findings suggest that earlier hospice enrollment is associated with better symptom management, less pain, better quality of care, and a higher likelihood that patients will receive the care that they want in their own environment,” Wright added by email.    Patients with advanced cancer often experience pain, difficulty breathing and distress at the end of life and use intensive, hospital-based care during their final days, researchers note in the Journal of Clinical Oncology.    Hospice offers an alternative approach focused on comfort and often delivers care within a home environment that many families may prefer.    To see how hospice influences the way families perceive patients’ care, researchers compared interview responses from loved ones of hospice patients to responses from families members of similar patients who didn’t receive hospice care.    While families of hospice patients reported more pain than other families, the people in the hospice group were more likely to report that their loved one received just the right amount of pain medicine, the study found.    About 80 percent of families in the hospice group reported the amount of pain medicine was just right, compared with 73 percent of the families that didn’t use hospice services.    With hospice, 78 percent of families said the patient got the right amount of relief from breathing difficulties, compared with 70 percent for the non-hospice group.    In addition, 80 percent of hospice families said patients’ end of life wishes were followed, compared with 74 percent in the other group.    Patients received excellent end-of-life care according to 57 percent of the hospice families and just 42 percent of the other families.    The results for these patients with family caregivers might not apply to patients without family caregivers, the authors note. It’s also possible that patients with different types of cancer might have different experiences.    Even so, the results add to a growing body of evidence linking hospice to better quality of life for patients, a greater likelihood of dying in the location of choice, and less bereavement-related distress for caregivers, said Dr. Camilla Zimmermann, a palliative care researcher at the University of Toronto who wasn’t involved in the study.    Patients and families should know that enrollment in hospice for more than 30 days is associated with better quality of care at the end of life, Zimmermann said by email.    When people have little or no hospice care, it’s often at least in part because patients and families didn’t know about their end-of-life care options soon enough, said Dr. Preeti Malani of the University of Michigan in Ann Arbor.    “Candid discussions about end of life care with family and with the medical team caring for a patient need to happen sooner and in an ongoing manner,” Malani, who wasn’t involved in the study, said by email. “There also needs to be greater recognition of palliative care (not hospice care) as complementary to curative therapies.”   Palliative treatments are used to relieve symptoms. Unlike hospice, palliative care doesn’t require patients to forego active cancer treatments or have six months or less to live, said Dio Kavalieratos of the University of Pittsburgh.     “Palliative care can be provided from the day of diagnosis, and can help ease a transition to hospice care if appropriate,” Kavalieratos, who wasn’t involved in the study, added by email.   "
2ianu3d,2017-01-04,Why you shouldn’t treat earwax without seeing a doctor," (Reuters Health) - It may be tempting to clean your ears with Q-tips or try ear candling to clear away any clogs, but it’s best to check with a professional before taking matters into your own hands, doctors advise.    “Patients may try to blindly instrument their ears with cotton ear buds, bobby pins, or other tools,” said Dr. Seth Schwartz, chair of a committee that drafted new guidelines for diagnosing and treating earwax for the American Academy of Otolaryngology – Head and Neck Surgery.   “These are generally ineffective and potentially dangerous,” Schwartz, director of the Listen For Life Center at Virginia Mason in Seattle, said by email.    “Scratching of the ear canal skin can lead to pain and infection,” Schwartz added. “Sometimes they just push the wax in further, and there also is the potential for damage to the ear drum.”   The body makes earwax, or cerumen, to keep ears clean and trap substances like dust and dirt, preventing debris from getting further into the ear where it can cause damage. As new skin grows in the ear canal, it pushes old earwax from the inside of the ears closer to the opening where it naturally flakes off or washes away during bathing.    Often, there’s nothing wrong with having a little earwax near the opening, doctors stress in guidelines published in Otolaryngology–Head and Neck Surgery.   But when the ear’s self-cleaning process doesn’t work well, too much earwax may accumulate and partially or fully block the ear canal. This can cause problems including pain, itching, discharge from the ear, ringing in the ear or hearing loss.    Roughly one in 10 children and one in 20 adults suffer from excessive earwax buildup, as do more than one third of elderly people, according to the guidelines.    Excessive cleaning can irritate the ear canal, cause infection, and even increase the chances of excessive buildup, or what’s known as cerumen impaction, the guidelines note.   There’s no evidence that using ear candles, a process that relies on heat to remove buildup, actually works at clearing impaction, and this can cause serious damage to the ear canal and eardrum, the guidelines also emphasize.    Patients should see a doctor if they experience hearing loss, pain or feel fullness in their ears or aren’t certain whether the amount of wax is normal.    People should also get a checkup if they have ear drainage or bleeding because these symptoms aren’t tied to impaction and may be an indication of other problems.    “The mantra from previous generations of ‘don’t stick anything in your ear that is smaller than your elbow’ still applies,” said Dr. Duane Taylor, chief executive officer and medical director of Le Visage ENT and Facial Plastic Surgery in Bethesda, Maryland.   “Generally people still erroneously believe that the cotton-tipped applicator or Q-tip is the primary weapon of choice to get rid of earwax,” Taylor, who wasn’t involved in the guidelines, said by email.    In most cases, though, wax that’s naturally found near the outer part of the ear can be wiped away with a damp cloth, Taylor added. Cotton-tipped applicators can compact the wax and push it deeper into the ear, making it harder to remove.    Certain hearing aids, or wearing earbuds instead of over-the-ear headphones, can also inadvertently push wax deeper into the ear, Taylor said.    At home, people may be able to use wax removal drops, baby oil or a few drops of hydrogen peroxide to prevent buildup, but it’s best to consult a doctor first.    “In most cases, primary care clinicians are the first line of evaluation for this condition and are adequately equipped to manage it,” Taylor said. “When it is noted to be more complicated or there is a risk of injury there should be a referral to an Ear, Nose and Throat physician for removal.”  "
2iEj0Tx,2017-01-04,"Even after noncardiac surgery, heart attacks and strokes may be a risk"," (Reuters Health) - A new study is shedding light on the risk of heart attack, stroke and death among patients who are hospitalized for surgery that doesn’t involve the heart.   These complications occur in 1 in 33 - or 3 percent - of hospitalizations for noncardiac surgery in the United States, researchers found.    “Given that more than 300 million noncardiac surgeries are performed worldwide each year, this is a situation that physicians encounter commonly,” said study author Sripal Bangalore of the New York University School of Medicine in New York City.   “Although the focus is on preventing death (during surgery), this study emphasizes the need to think about stroke outcomes,” Bangalore told Reuters Health. The risks are higher, he added, with surgery in the chest or on major blood vessels, or with organ transplants.   Bangalore and colleagues analyzed data from more than 10 million hospitalizations between 2004 and 2013, looking for heart attacks, strokes and death after surgeries that weren’t heart-related. They saw these complications in more than 317,000 cases, or about 3 percent.    The rates were highest during hospitalizations for vascular, thoracic and transplant surgeries, at 7.7 percent, 6.5 percent and 6.3 percent, respectively. Patients undergoing obstetric and gynecologic surgery had the lowest risk, the authors report in JAMA Cardiology.    Patients who had one of these complications were generally older, more likely to be male and more likely to have cardiovascular risk factors such as obesity, tobacco use, alcohol abuse, hypertension, diabetes and kidney disease. In addition, non-Hispanic blacks had the highest rates of stroke and death following surgery.   The research team estimates that about 150,000 heart attacks and strokes occur each year in the U.S. following noncardiac surgery.    “Surgery is important, and there’s no doubt that it improves quality of life for those with cancer, joint issues and vascular problems,” said Dr. Philip Devereaux, head of cardiology at Juravinski Hospital and Cancer Center in Ontario, Canada. Devereaux, who researches cardiac complications and surgery, was not involved with this study.   “However, people often don’t appreciate the proportion who get serious complications,” he told Reuters Health. “Surgery provides the cocktail needed for heart complications.”   The researchers found that noncardiac surgery deaths and heart attacks declined between 2004 and 2013 (from 3.1 percent to 2.6 percent), but strokes increased slightly (from 0.52 percent to 0.77 percent).    Devereaux pointed out that in the past two decades, North American hospitals have been discharging patients sooner after surgery. This may partly explain why deaths have decreased in the data, he said.   “With this data, we’re unable to follow patients to a common point in time, such as 30 days after surgery,” he said. “That can make it difficult to monitor and estimate.”   Hospitals may also miss certain markers of heart destruction following surgery, Devereaux said. Since patients receive pain medicine during surgery, it can often mask heart attack symptoms.   “If we don’t specifically look for biomarkers 24-36 hours after surgery, we miss some heart attacks,” he said. “It’s highly probable that most centers in the U.S. aren’t measuring these biomarkers.”   That means 1 in 33 is probably an underestimate of how many heart attacks and strokes actually occur after noncardiac surgery, Devereaux added.    “This highlights a substantial problem that the public should know about,” Devereaux said. “The medical community needs to bring attention to this issue so patients can have worry-free surgery that doesn’t shorten their life or lead to major complications.”  "
2iPreIo,2017-01-04,Stores may steer teen boys to supplements doctors advise against," (Reuters Health) – - Employees at health food stores often recommend supplements like creatine and testosterone to teen boys even though these products pose serious health risks, a U.S. study suggests.   More than one in 10 teen boys try muscle-building products, as do more than one in five male high school athletes, researchers note in Pediatrics. Risks of creatine include liver and kidney damage, dehydration and muscle cramps; testosterone is also tied to liver and kidney impairment and may halt bone growth.    For the study, researchers posing as 15-year-old boys called 244 stores and asked what they should buy to bulk up. Overall, 67 percent of store employees recommended creatine and 10 percent suggested testosterone.   “Just because something is sold in a health food store does not make it good for kids,” said lead study author Dr. Ruth Milanaik, of Northwell Health and Cohen Children’s Medical Center of New Hyde Park, New York.   “Parents and teens must learn to read the warning labels placed on products in order to fully understand what they are putting into their bodies,” Milanaik added by email.    These supplements are legal, but manufacturers have placed age restriction warning labels on creatine and testosterone boosters advising against use by minors, Milanaik said.    While it’s clear some teens ignore the warnings on these supplements, which are widely available in health food stores nationwide, the current study offers fresh insight into how often store employees recommend the products to minors who shouldn’t use them.    To see what teen boys might experience shopping for supplements, a researcher called the stores and identified himself as a 15-year-old football player entering 10th grade.    First, the researcher said he was doing strength training and asked an open-ended question about what the store employee recommended he take to improve his performance. Without prompting, 39 percent of the employees recommended creatine, while only two workers told teens to take testosterone.    Next, the researcher asked specifically about whether the store employee would recommend creatine, and 29 percent did. Roughly 30 percent of the workers advised against creatine, while 2.5 percent of them refused to make recommendations over the phone.    When the researcher asked specifically about testosterone, 9 percent recommended it. But 89 percent of the workers advised against taking testosterone and 1.2 percent of them refused to discuss it over the phone.    Last, the researcher asked if he could purchase the supplements on his own if he came to the store.    For creatine, 74 percent of the workers said the researcher could come buy it himself, while 23 percent said he would have to be at least 18 years old to make the purchase.    With testosterone, 41 percent of the employees said the researcher could buy it, and 56 percent said he would need to be at least 18 years old.    When store workers said it wasn’t possible to buy the products, they said it was against store policy or that the products weren’t recommended for minors.    The findings suggest that pediatricians need to educate parents and teens about safe ways to improve athletic performance and the risks of supplements like creatine and testosterone, the authors conclude.    Ideally, doctors and parents should talk to children before they are old enough to go into the stores and buy supplements, said Dr. Michele LaBotz, a sports medicine researcher at InterMed P.A. in Portland, Maine, who wasn’t involved in the study.    Pointing out these items in the store, showing kids the labels and explaining the risks can help with this conversation, LaBotz said by email. Parents should also pay attention when kids search for information about these products online, and be aware of pressures teen athletes may face to bulk up or use performance-enhancing products.    “For the otherwise healthy individual, there are no frank health benefits (with) these substances,” LaBotz said. “Proactively talk with your kids about this stuff, and start these conversations well before the teen years.”  "
2iwlGVl,2017-01-03,Heavy drinking tied to higher risk of heart attacks," (Reuters Health) - Alcohol abuse may increase the risk of heart attacks and other cardiac problems even in people who don’t have a family history of heart disease or other known risk factors, a study suggests.    After accounting for established risk factors for heart disease such as smoking, obesity and diabetes, alcohol abuse was associated with a 40 percent higher risk of heart attack, the study found.   Excessive drinking was also tied to a two-fold greater risk of atrial fibrillation, or an irregular rapid heartbeat, and a 2.3-fold increased risk of congestive heart failure, a chronic pumping disorder.   Even though some previous research has linked an occasional or even daily drink to better heart health, these findings should put to rest any notion that drinking more is better for our health, said senior study author Dr. Gregory Marcus of the University of California, San Francisco.    “Excessive drinking might be ostensibly `justified’ by some individuals because of the purported heart benefits,” Marcus said by email.    “We have shown here that not only does excessive alcohol substantially increase the risk for atrial fibrillation and heart failure, but also heart attack, the one phenomenon that previous data has suggested might be mitigated by moderate alcohol consumption,” Marcus added.    To assess the connection between alcohol abuse and heart problems, Marcus and colleagues analyzed data on more than 14.7 million California adults who had surgery, emergency or inpatient hospital care from 2005 to 2009.    About 1.8 percent of the people in the study, or approximately 268,000 patients, had been diagnosed with alcohol abuse.    The increased risk of heart attack, atrial fibrillation and congestive heart failure associated with alcohol abuse in the study were similar in magnitude to other well-recognized modifiable risk factors such as diabetes, high blood pressure and obesity, researchers report in the Journal of the American College of Cardiology.    Completely eradicating alcohol abuse would result in more than 73,000 fewer atrial fibrillation cases, 34,000 fewer heart attacks, and 91,000 fewer patients with congestive heart failure in the U.S. alone, the researchers estimated.    The study is observational and doesn’t prove drinking causes heart problems.   Another limitation of the study is that the data on patients diagnosed with alcohol abuse problems didn’t specify how much individual people drank, the authors note. It’s also possible that some people in the study were excessive drinkers but not diagnosed as alcohol abusers in the data, which also limits the ability to specify the amount of alcohol that may be harmful.    Even so, it’s possible that the current study with its broad population of hospitalized patients may have identified alcohol-related heart problems that previous research missed by focusing on a narrower subset of people, Dr. Michael Criqui, of the University of California, San Diego, writes in an accompanying editorial.    Earlier studies may have found drinking protective against heart attack and other heart problems because they included patients with a stable, healthier lifestyle, Criqui writes. By contrast, the broad cross-section of adults in the current study included more sick people who might not be as health-conscious.    “The most recent evidence casts doubt on whether there are any heart benefits of light to moderate drinking,” Criqui said by email.    “No randomized clinical trials have been done, and they would be technically difficult to do on this question,” Criqui added. “Studies do show benefit to quitting drinking, and the sooner the better, as over time the damage may be irreversible.”  "
2hsSEVH,2017-01-03,"Tobacco, but not pot, boosts early stroke risk"," (Reuters Health) - Smoking pot in young adulthood does not seem to increase the risk of early stroke, but cigarette smoking does, according to a study of nearly 50,000 Swedish military conscripts.   “Extensive tobacco smokers in late adolescence had a fivefold increased risk of stroke before age 45, when compared to non-smokers, and more than double the risk of stroke (up through) age 60,” study author Dr. Anna-Karin Danielsson of Karolinska Institutet in Stockholm told Reuters Health via email.    More than 90 percent of stroke risk is related to tobacco smoking, alcohol consumption and other modifiable risk factors, Danielsson and her team note in their report in Stroke. New evidence has suggested that marijuana may also increase stroke risk, they add, especially for strokes occurring before age 45.   To look for a link between cannabis and stroke, the researchers looked at data on 49,321 men born from 1949 to 951 who were drafted into military service at ages 18 to 20.   Over the next 60 years, there were 1,037 first time strokes, about half due to blood-vessel blockages and about a quarter due to bleeding. There were 192 first-time strokes among men under age 45.   Overall, after taking other risk factors into account, the researchers found that using pot more than 50 times was not associated with an increased risk of stroke at age 45 or younger. Pot users did have a two-fold higher risk of stroke due to blood-vessel blockage, but the link was weakened after the researchers accounted for participants’ tobacco use.    Men who smoked at least 20 cigarettes a day, however, were at five times the risk of stroke before age 45, and more than two times the risk by age 60.   “The almost doubled risk of ischemic stroke following heavy cannabis use that was observed in our study disappeared when we controlled for tobacco smoking,” Danielsson said.    But, she added, the fact that almost all the pot smokers were also tobacco smokers makes it hard “to rule out possible associations between cannabis and stroke.”   “Further studies examining the possible health effects of cannabis are needed,” she said. “For one thing, we need to be able to control for the effects of tobacco smoking.   Nine states have legalized recreational marijuana use, and 28 states have legalized it for medicinal purposes.   The National Institute on Drug Abuse says marijuana is tied to some negative health outcomes beyond the mental effects the drug is known for. Those outcomes include possible breathing problems, increased heart rates and possible long-term cognition problems among young users. ( bit.ly/2iAEGzZ )  "
2hTGLWK,2017-01-02,Teen drug use may not be tied to sports participation," (Reuters Health) - Playing team sports in high school may not influence whether or not teens use heroin or abuse prescription drugs, a U.S. study suggests.    Researchers examined data from more than 21,000 high school seniors surveyed between 2006 and 2014.    Overall, they didn’t find any differences in prescription or illegal opioid use between students who played at least one competitive sport and non-athletes. The study did, however, find an increased risk with three sports: hockey, weightlifting and wrestling.   “We already knew from several of my previous studies that while athletes in general are at a lower risk of opioid use, athletes involved in high contact sports like wrestling, football, ice hockey, and lacrosse are at a greater risk of misusing prescription opioids,” said lead study author Philip Veliz of the University of Michigan in Ann Arbor.    “The current study confirms that athletes in certain high contact sports are at a greater risk of misusing opioids,” Veliz added by email.    The study participants answered survey questions that touched on a variety of factors that can influence drug use, including grades, social life, employment, family characteristics, cigarette and alcohol use, and sports participation.    The most common sports played by teens in the study included basketball, football, baseball, soccer, track and weightlifting. About 31 percent of participants didn’t play any sports at all, while 30 percent played one sport, 18 percent competed in two sports and 21 percent participated in at least three different sports.    To assess opioid use, surveys also asked whether teens had tried heroin in the past year with or without a needle, or tried narcotics other than heroin such as opium or codeine without a doctor’s prescription.    About 8 percent of teens surveyed said they had taken prescription opioids in the past year without getting a prescription from a doctor.    Slightly less than 1 percent of teens said they had tried heroin in the past year, and an even smaller fraction of adolescents reported using both heroin and opioids that didn’t come from a doctor.   While most responses were similar for athletes and students who didn’t play sports, there were some exceptions, researchers report in the Journal of Adolescent Health.    With prescription opioids, tennis players were 25 percent less likely than non-athletes to use these medicines without a prescription, the study found. But weightlifters were 22 percent more likely to take opioids without a prescription and wrestlers were 33 percent more likely.    Heroin use, meanwhile, was three times more common among ice hockey players than non-athletes and 81 percent more likely among weightlifters.    Compared with teens who didn’t participate in sports, hockey players were nearly four times more likely to use both heroin and prescription painkillers, while weightlifters were nearly twice as likely to use both types of opioids.    The study is observational, and doesn’t prove whether or not sports participation in general or certain athletic pursuits in particular influence the odds of teen drug use, the authors note. Researchers also lacked data on sports injuries, which might influence whether teens tried painkillers with or without a prescription.    “High contact sports, particularly for males, have some of the highest injury rates at the interscholastic level excluding weightlifting,” Veliz said.     “Injuries are bound to happen, and these athletes may be self-medicating to recover from injuries in order to get back on the playing field as soon as possible,” Veliz added. “Accordingly, these athletes may develop a dependence on opioids that can eventually lead to heroin use.”   Among other things, parents can help prevent misuse of opioids by making sure teen athletes get close supervision after injuries that require painkiller prescriptions and disposing of any unused medications, Veliz said.   "
2iXJ2QR,2017-01-02,Life-extending capacity of new cancer drugs varies widely," (Reuters Health) - Drugs recently approved around the world to fight cancer increased patients’ overall survival, but benefits vary depending on the drug, a new study shows.   Researchers looked at the 62 cancer drugs approved in the U.S. and Europe between 2003 and 2013 and found they extended survival by an average of about 3.5 months.   But nearly a third of the drugs lacked evidence to suggest they increased survival when compared to alternative treatments.   “Our results point to the notion that new cancer treatments may not always provide patients with greater clinical benefits, or lower risks, over existing treatments,” wrote senior researcher Dr. Elias Mossialos, of the London School of Economics and Political Science, in an email to Reuters Health.   The risk-benefit ratio of new drugs is especially important if people are concerned, for example, about whether the cost of a drug would make it difficult for a person to complete the treatment regimen.   Writing in JAMA Oncology, Mossialos and colleagues point to growing questions about the value of new cancer medicines. While the drugs’ high costs may be a barrier to access, they note, some people argue the high prices are justified if the treatments offer large benefits.   A lack of solid data on new drugs’ benefits and risks makes it difficult to evaluating their value.    For the 62 medicines they wanted to study, the researchers found data from England, France and Australia evaluating 53 drugs. Nearly 80 percent were tied to improvements in survival, quality of life or safety.   The drugs increased survival - with or without recurrence - by about 3.5 months on average, compared to other treatments available in 2003.   Twenty-three drugs were individually tied to an increase in survival of three months or more. Six drugs extended survival by less than three months. Eight drugs increased survival by an unknown amount. And for 16 of the approved drugs, there was no evidence to suggest they were better than alternative treatments at extending survival.   The researchers point out in an email that overall survival benefits differed by the type of drug. For example, drugs for thyroid cancer were tied to no increase in overall survival, while drugs to treat breast cancer were linked to an average increase of about 8.5 months.   Twenty-two of the drugs were tied to an improved quality of life, but 24 were linked to worse patient safety, which include side effects and whether a person could tolerate the treatment.   The researchers write in their email that they extending the study to look at newer drugs. They are also working to link their evidence with the cost of individual medicines.   Mossialos said the study should remind people of the importance of the relationship between doctors and patients. He said, “Patients should work with their physicians to consider all available evidence that exists in support of individual treatments, and use this alongside any inputs from their clinician to identify the treatment that would best correspond with their own medical and personal circumstances.”  "
2ht1H5Q,2017-01-02,Cured meats linked to worsening asthma symptoms," (Reuters Health) – Eating large amounts of cured meats was linked to worse symptoms among asthma sufferers, a French study found.                    Bacon is fried up in a pan in a kitchen in this photo illustration shot October 26, 2015. REUTERS/Rick Wilking/Illustration      That was true even after taking obesity into account, the authors say.   So-called cured meats have been preserved and flavored by the addition of various combinations of salt, nitrates, nitrites, and sugar. Examples of such processed meats include bacon, ham, prosciutto, corned beef, pastrami, and pepperoni.   “Cured meat intake, a typical food in industrialized societies, has been associated with many chronic diseases, including lung cancer and COPD, but its association with asthma remained unclear,” study leader Dr. Zhen Li told Reuters Health in an email. Li is a researcher at Inserm and Paul Brousse Hospital in Villejuif.   As reported in Thorax, the research team had data on 971 adults from five French cities who answered questions about diet, weight, and asthma symptoms between 2003 and 2007.   On average, participants ate 2.5 servings of cured meats per week.    Just over 40 percent of the participants said they had had asthma at some point, and around half said they had never smoked. Each participant was assigned an asthma symptom score, ranging from zero to five, based on difficulty breathing, chest tightness, and shortness of breath during the previous year.    Follow-up surveys completed between 2011 and 2013 showed that about half of the participants had no changes in their asthma scores, over one-fourth said their symptoms had improved and about 20 percent felt their symptoms had gotten worse.   After accounting for other factors such as smoking, physical activity, age, other dietary habits, and education, researchers found that participants who ate the most cured meat (four or more servings per week) were 76 percent more likely to see a worsening of symptoms compared to those who ate the least (less than one full serving per week).     About 35 percent of the participants were overweight and about 10 percent were obese, based on their responses. Those conditions probably explained about 14 percent of the association, the authors estimated.   “Our finding, together with other previous findings, suggests that patients with asthma might have benefits by following a multiple-interventional program,” Li said. “That means, besides the medication, weight control as well as dietary intervention such as reducing cured meat intake might also help them to control their asthma symptoms.”   Dr. Sunit Jariwala complimented the study but noted that its observational design means it can’t prove cause-and-effect.   “Cured meats are rich in nitrites which may lead to any kind of oxidative stress related lung damage and asthma,” said Jariwala, who is director of allergy and immunology research at the Albert Einstein College of Medicine and Montefiore Medical Center in New York City.    Jariwala, who was not involved in the study, believes obesity is an important consideration with asthma patients.   “In this study, as well as previous studies, obesity may be linked to systemic inflammation that can worsen asthma as well as other obesity related conditions such a sleep apnea,” he said.   Jariwala advises patients to follow a balanced diet that includes fresh, unprocessed foods and is low in salt, sugar, and saturated fats.  "
